FID0000001,FNUM00001,Boeing 787-10,3K,2024-06-29 15:20:00+07,2024-06-30 02:41:00+07,SASO,VVNT,400,200,10,"14.299.496,00 ₫"
FID0000002,FNUM00002,Boeing 737-800,LO,2024-06-22 07:10:00+07,2024-06-22 16:05:00+07,KLGA,EKOD,400,200,10,"18.201.619,00 ₫"
FID0000003,FNUM00003,Boeing 737-800,A3,2024-06-22 23:10:00+07,2024-06-23 05:19:00+07,OEDF,VYHH,400,200,10,"13.526.942,00 ₫"
FID0000004,FNUM00004,Boeing 787-9,SK,2024-06-14 13:00:00+07,2024-06-15 09:58:00+07,VVTS,KLNK,400,200,10,"27.625.890,00 ₫"
FID0000005,FNUM00005,Boeing 777-300ER,FZ,2024-06-28 19:20:00+07,2024-06-29 12:00:00+07,KBYH,KCBM,400,200,10,"20.962.192,00 ₫"
FID0000006,FNUM00006,Boeing 777-300ER,GA,2024-06-26 19:30:00+07,2024-06-27 08:52:00+07,EKSB,ENFG,400,200,10,"8.681.167,00 ₫"
FID0000007,FNUM00007,Airbus A350-900,GA,2024-06-26 03:00:00+07,2024-06-26 10:59:00+07,VVTS,VVNT,400,200,10,"27.426.661,00 ₫"
FID0000008,FNUM00008,Boeing 777-200ER,BA,2024-06-27 20:50:00+07,2024-06-28 00:58:00+07,ESGT,ZGKL,400,200,10,"12.003.459,00 ₫"
FID0000009,FNUM00009,Boeing 787-10,JL,2024-06-16 18:10:00+07,2024-06-16 21:29:00+07,VVNT,ESKK,400,200,10,"13.025.597,00 ₫"
FID0000010,FNUM00010,Boeing 777-300ER,DL,2024-06-16 09:20:00+07,2024-06-16 18:56:00+07,LIRJ,EKOD,400,200,10,"12.537.358,00 ₫"
FID0000011,FNUM00011,Boeing 787-10,CZ,2024-06-20 23:50:00+07,2024-06-21 15:28:00+07,KCDC,VTSK,400,200,10,"28.488.852,00 ₫"
FID0000012,FNUM00012,Boeing 737-800,JA,2024-06-26 06:40:00+07,2024-06-26 17:59:00+07,RKND,WIIP,400,200,10,"10.221.499,00 ₫"
FID0000013,FNUM00013,Airbus A330-200,VN,2024-06-21 16:40:00+07,2024-06-22 07:22:00+07,WMKN,SBST,400,200,10,"5.271.511,00 ₫"
FID0000014,FNUM00014,Boeing 787-9,WN,2024-06-03 14:20:00+07,2024-06-03 23:23:00+07,VVNT,EKYT,400,200,10,"4.750.115,00 ₫"
FID0000015,FNUM00015,Boeing 737-800,HX,2024-06-05 05:10:00+07,2024-06-06 00:41:00+07,VYHH,VVTS,400,200,10,"24.906.433,00 ₫"
FID0000016,FNUM00016,Airbus A380-800,CX,2024-06-18 04:30:00+07,2024-06-18 12:01:00+07,KBYS,RKJK,400,200,10,"24.064.998,00 ₫"
FID0000017,FNUM00017,Boeing 787-10,TP,2024-06-27 19:20:00+07,2024-06-28 04:56:00+07,SBPL,VVNB,400,200,10,"28.822.851,00 ₫"
FID0000018,FNUM00018,Boeing 787-9,TK,2024-06-18 01:40:00+07,2024-06-18 22:27:00+07,VTSK,ESGR,400,200,10,"22.669.729,00 ₫"
FID0000019,FNUM00019,Airbus A330-200,BA,2024-06-18 19:50:00+07,2024-06-19 02:25:00+07,OEHL,VYHH,400,200,10,"28.326.784,00 ₫"
FID0000020,FNUM00020,Boeing 737-800,VY,2024-06-03 14:00:00+07,2024-06-03 21:43:00+07,RKSO,ZBYN,400,200,10,"20.113.926,00 ₫"
FID0000021,FNUM00021,Boeing 737-800,U2,2024-06-14 13:00:00+07,2024-06-14 23:20:00+07,SBSJ,ZBTJ,400,200,10,"14.538.336,00 ₫"
FID0000022,FNUM00022,Airbus A380-800,HA,2024-06-11 00:20:00+07,2024-06-11 16:44:00+07,OEAH,WAMG,400,200,10,"4.509.171,00 ₫"
FID0000023,FNUM00023,Airbus A330-200,DY,2024-06-19 03:40:00+07,2024-06-19 21:55:00+07,UATT,VTUN,400,200,10,"17.319.479,00 ₫"
FID0000024,FNUM00024,Boeing 737-800,SY,2024-06-21 07:50:00+07,2024-06-21 18:36:00+07,OEBH,VYHH,400,200,10,"5.549.966,00 ₫"
FID0000025,FNUM00025,Boeing 787-10,BT,2024-06-08 03:10:00+07,2024-06-08 14:01:00+07,VDPP,OENG,400,200,10,"23.461.923,00 ₫"
FID0000026,FNUM00026,Boeing 777-200ER,6E,2024-06-06 09:10:00+07,2024-06-06 13:15:00+07,ELLX,RJAA,400,200,10,"8.880.861,00 ₫"
FID0000027,FNUM00027,Boeing 787-10,UK,2024-06-22 23:10:00+07,2024-06-23 20:36:00+07,SBRG,KLNK,400,200,10,"10.002.948,00 ₫"
FID0000028,FNUM00028,Airbus A350-900,TO,2024-06-10 08:10:00+07,2024-06-11 05:22:00+07,RJTY,WIIB,400,200,10,"28.697.473,00 ₫"
FID0000029,FNUM00029,Airbus A350-900,U2,2024-06-22 23:50:00+07,2024-06-23 22:07:00+07,EHSB,OTBD,400,200,10,"8.271.611,00 ₫"
FID0000030,FNUM00030,Boeing 787-9,6E,2024-06-27 14:50:00+07,2024-06-28 10:57:00+07,VVNB,VVTS,400,200,10,"18.631.383,00 ₫"
FID0000031,FNUM00031,Boeing 777-300ER,OS,2024-06-24 19:40:00+07,2024-06-25 07:45:00+07,EKSB,SARI,400,200,10,"14.768.434,00 ₫"
FID0000032,FNUM00032,Airbus A380-800,TP,2024-06-29 19:10:00+07,2024-06-30 10:50:00+07,OEPA,WIIB,400,200,10,"27.223.885,00 ₫"
FID0000033,FNUM00033,Airbus A380-800,LX,2024-06-18 06:40:00+07,2024-06-19 04:53:00+07,SCCY,LIQS,400,200,10,"7.926.403,00 ₫"
FID0000034,FNUM00034,Boeing 737-800,TK,2024-06-28 13:00:00+07,2024-06-29 05:45:00+07,ENHK,KBFL,400,200,10,"4.890.292,00 ₫"
FID0000035,FNUM00035,Boeing 777-200ER,BR,2024-06-18 19:00:00+07,2024-06-19 03:00:00+07,VTSP,UACC,400,200,10,"20.519.291,00 ₫"
FID0000036,FNUM00036,Airbus A350-900,W6,2024-06-12 14:00:00+07,2024-06-13 05:50:00+07,SBMO,EGMH,400,200,10,"24.706.255,00 ₫"
FID0000037,FNUM00037,Airbus A380-800,UK,2024-06-11 08:50:00+07,2024-06-11 18:01:00+07,SAVC,ELLX,400,200,10,"9.347.845,00 ₫"
FID0000038,FNUM00038,Boeing 777-300ER,FJ,2024-06-11 10:10:00+07,2024-06-11 20:32:00+07,UAII,VVTS,400,200,10,"29.075.850,00 ₫"
FID0000039,FNUM00039,Boeing 737-800,6E,2024-06-22 18:30:00+07,2024-06-22 23:14:00+07,OETB,VYHH,400,200,10,"22.410.055,00 ₫"
FID0000040,FNUM00040,Boeing 787-9,AT,2024-06-28 11:00:00+07,2024-06-29 07:58:00+07,VVNB,WIIP,400,200,10,"25.981.725,00 ₫"
FID0000041,FNUM00041,Boeing 777-200ER,BY,2024-06-12 21:30:00+07,2024-06-13 06:59:00+07,VVNB,WSSS,400,200,10,"7.316.847,00 ₫"
FID0000042,FNUM00042,Boeing 787-9,A3,2024-06-22 05:20:00+07,2024-06-22 13:48:00+07,KLSV,SBPV,400,200,10,"5.748.639,00 ₫"
FID0000043,FNUM00043,Boeing 777-200ER,6E,2024-06-22 14:40:00+07,2024-06-23 09:02:00+07,VVNT,SBSC,400,200,10,"15.430.506,00 ₫"
FID0000044,FNUM00044,Boeing 777-200ER,J2,2024-06-28 18:10:00+07,2024-06-29 11:25:00+07,EKYT,VTPH,400,200,10,"17.644.508,00 ₫"
FID0000045,FNUM00045,Boeing 737-800,HU,2024-06-13 07:10:00+07,2024-06-13 16:02:00+07,VVNT,VTCP,400,200,10,"18.982.140,00 ₫"
FID0000046,FNUM00046,Boeing 787-10,BT,2024-06-08 20:20:00+07,2024-06-09 07:12:00+07,EKOD,WAMT,400,200,10,"25.137.542,00 ₫"
FID0000047,FNUM00047,Airbus A330-200,TR,2024-06-23 22:30:00+07,2024-06-24 15:58:00+07,EGLL,OTBD,400,200,10,"9.341.476,00 ₫"
FID0000048,FNUM00048,Airbus A380-800,LX,2024-06-22 21:50:00+07,2024-06-23 10:19:00+07,RKTH,UAKD,400,200,10,"13.674.896,00 ₫"
FID0000049,FNUM00049,Boeing 737-800,SK,2024-06-14 04:50:00+07,2024-06-14 20:29:00+07,VVNB,RKPC,400,200,10,"10.298.001,00 ₫"
FID0000050,FNUM00050,Boeing 777-200ER,KL,2024-06-03 08:40:00+07,2024-06-04 02:17:00+07,VVTS,WAMP,400,200,10,"23.333.641,00 ₫"
FID0000051,FNUM00051,Boeing 787-9,DL,2024-06-24 13:30:00+07,2024-06-25 07:33:00+07,KBYH,OEGS,400,200,10,"14.168.440,00 ₫"
FID0000052,FNUM00052,Boeing 777-200ER,JQ,2024-06-09 08:20:00+07,2024-06-09 18:04:00+07,ESGP,SBRB,400,200,10,"29.395.579,00 ₫"
FID0000053,FNUM00053,Airbus A350-900,QF,2024-06-03 06:30:00+07,2024-06-03 14:13:00+07,OEJN,VVTS,400,200,10,"16.555.304,00 ₫"
FID0000054,FNUM00054,Boeing 787-10,WB,2024-06-16 10:20:00+07,2024-06-17 09:55:00+07,SBRB,SBSC,400,200,10,"14.527.851,00 ₫"
FID0000055,FNUM00055,Boeing 787-10,VA,2024-06-07 18:10:00+07,2024-06-08 05:35:00+07,VYHH,WAMP,400,200,10,"18.630.607,00 ₫"
FID0000056,FNUM00056,Boeing 777-200ER,TO,2024-06-06 16:10:00+07,2024-06-07 08:23:00+07,VVTS,SASJ,400,200,10,"20.703.448,00 ₫"
FID0000057,FNUM00057,Boeing 777-300ER,WB,2024-06-12 10:00:00+07,2024-06-12 21:47:00+07,KLAS,VYHH,400,200,10,"12.976.777,00 ₫"
FID0000058,FNUM00058,Boeing 787-9,KC,2024-06-12 19:20:00+07,2024-06-13 06:27:00+07,VVNT,VTPP,400,200,10,"15.443.140,00 ₫"
FID0000059,FNUM00059,Airbus A330-200,AF,2024-06-05 18:00:00+07,2024-06-05 22:04:00+07,EHLW,SBPC,400,200,10,"15.171.904,00 ₫"
FID0000060,FNUM00060,Airbus A330-200,HU,2024-06-10 13:10:00+07,2024-06-11 07:22:00+07,VVNT,EGTH,400,200,10,"17.703.789,00 ₫"
FID0000061,FNUM00061,Airbus A350-900,AY,2024-06-25 08:50:00+07,2024-06-25 21:47:00+07,KCAE,SAVC,400,200,10,"29.035.820,00 ₫"
FID0000062,FNUM00062,Boeing 787-10,QR,2024-06-11 11:30:00+07,2024-06-12 09:58:00+07,OEBH,RKND,400,200,10,"19.888.600,00 ₫"
FID0000063,FNUM00063,Airbus A330-200,BI,2024-06-28 15:20:00+07,2024-06-29 01:42:00+07,VVTS,VVTS,400,200,10,"17.930.175,00 ₫"
FID0000064,FNUM00064,Boeing 787-10,DL,2024-06-04 00:40:00+07,2024-06-04 19:45:00+07,VYHH,VTUN,400,200,10,"17.582.949,00 ₫"
FID0000065,FNUM00065,Boeing 787-9,CI,2024-06-23 21:40:00+07,2024-06-24 04:53:00+07,SBMK,ZGHA,400,200,10,"11.489.571,00 ₫"
FID0000066,FNUM00066,Boeing 777-300ER,AK,2024-06-07 16:30:00+07,2024-06-08 05:02:00+07,EGTG,SBNF,400,200,10,"19.609.041,00 ₫"
FID0000067,FNUM00067,Boeing 787-9,WB,2024-06-11 12:00:00+07,2024-06-12 08:46:00+07,YMMB,SANU,400,200,10,"7.079.050,00 ₫"
FID0000068,FNUM00068,Boeing 737-800,OS,2024-06-08 17:00:00+07,2024-06-09 12:29:00+07,SBST,VYHH,400,200,10,"3.852.811,00 ₫"
FID0000069,FNUM00069,Boeing 777-200ER,KU,2024-06-20 03:30:00+07,2024-06-20 13:34:00+07,EHAM,VVTS,400,200,10,"16.964.335,00 ₫"
